 r rp rn tp tn ssp ssn sp sn d1p d1n d2p d2n
   0.0000000000000000        9.9761143030510105E-002   8.4058367526619410E-002   4.6463752070705466E-002  0.16099641299347256        7.0984630810241433E-004  -9.5596869956782356E-003   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000      -0.18174390640244492       0.17241732181179192     
  0.29999999999999999        9.7103575130808278E-002   8.6570908317861378E-002   4.9117032659028621E-002  0.15809256045385708        4.8179601574878026E-004  -8.2928341059013092E-003   5.7784471272124909E-005  -8.8153038760642552E-004  -1.7109489995053330E-002   1.6157751304954778E-002 -0.16413846257001258       0.15450736076361027     
  0.59999999999999998        9.0069990478074138E-002   9.3154060132986619E-002   5.5706337388888895E-002  0.14999751110351919       -1.5673760016637856E-004  -4.6507213864753370E-003   3.6367985315549535E-005  -1.3164309034444431E-003  -2.8022960602888482E-002   2.5928020898192926E-002 -0.11440126301532424       0.10277163594491841     
  0.89999999999999991        8.1168518693512520E-002  0.10116854447096187        6.3351420710901052E-002  0.13915827577493500       -9.7593355713635713E-004   6.6359838584070666E-004  -1.1447893491233955E-004  -9.5244336125862076E-004  -2.9457958466866295E-002   2.5403845604415783E-002  -5.4651752568590034E-002   3.6954646478719134E-002
   1.2000000000000000        7.3163349702542554E-002  0.10749858151792881        6.9172099505446116E-002  0.12885027609864885       -1.5974630969651832E-003   6.7082936186336648E-003  -3.7743606509015861E-004   3.7812236076033203E-004  -2.2720679696369029E-002   1.5299154578128551E-002  -6.0137948984530440E-003  -2.0017761117454461E-002
   1.5000000000000000        6.7899099407274247E-002  0.10987323522150209        7.1316502020050770E-002  0.12142062778802998       -1.6535317145141557E-003   1.2644064221409883E-002  -6.5511860558137183E-004   2.6663946469362679E-003  -1.2216218507198838E-002   2.2754417977764897E-004   1.9178978463196682E-002  -5.1578082631721547E-002
   1.7999999999999998        6.5709083095096432E-002  0.10771462965604568        6.8978557218064451E-002  0.11681169425978270       -1.0080554793042641E-003   1.7712079472989885E-002  -8.0249862150300229E-004   5.7531502995954694E-003  -3.1584813881427318E-003  -1.3792259319265249E-002   1.9370983826285128E-002  -5.4684340651927080E-002
   2.1000000000000001        6.5512772459859342E-002  0.10207777052869733        6.2419113283760784E-002  0.11265240064855822        8.2683941445285832E-005   2.1121878524143468E-002  -7.0683452075471402E-004   9.3278432576409942E-003   5.6437922874262179E-004  -2.2462360333752863E-002   1.8472483419580219E-003  -3.9445494091811577E-002
   2.3999999999999999        6.5443267120537149E-002   9.4786997524845609E-002   5.3102055793686091E-002  0.10595494124005721        1.0669207735523282E-003   2.2104143085447343E-002  -3.7215814699355468E-004   1.2918826342016451E-002  -2.2034291416528611E-003  -2.5135930327368543E-002  -2.0739463711587070E-002  -2.1991644309810491E-002
   2.6999999999999997        6.3740806387326543E-002   8.7316675373411798E-002   4.3149419752622473E-002   9.5122319678647496E-002   1.4649925918382373E-003   2.0188978886417932E-002   6.6510358703589860E-005   1.5934217182728201E-002  -9.7137978261183835E-003  -2.4447683424602400E-002  -3.6691148780810173E-002  -1.4274007401303204E-002
   3.0000000000000000        5.9465699424784337E-002   8.0115217592288124E-002   3.4269962325071089E-002   8.0781594658714775E-002   1.1914056383887680E-003   1.5547412530807353E-002   4.2687118839438446E-004   1.7785705618732061E-002  -1.8676253369666006E-002  -2.4000392281613346E-002  -4.1170697872986418E-002  -1.7954145683870056E-002
   3.2999999999999998        5.2661903067863010E-002   7.2715191396806059E-002   2.7211612678658990E-002   6.5120326965523709E-002   5.3047810741810471E-004   9.1473798176894983E-003   5.8878778827405249E-004   1.8073799300869865E-002  -2.6170853951507769E-002  -2.5924742342305507E-002  -3.6235726640437324E-002  -2.6490334928104556E-002
   3.5999999999999996        4.4046552695626490E-002   6.4376537925807720E-002   2.1987116274675273E-002   5.0547850831846368E-002  -1.3216194095843589E-004   2.5126842181379845E-003   5.4149184351710519E-004   1.6750491661200247E-002  -3.0648816285574615E-002  -2.9950953285485499E-002  -2.6246000234384014E-002  -3.1727314299592163E-002
   3.8999999999999999        3.4602706779491704E-002   5.4736310473868371E-002   1.8253954207827057E-002   3.8620663286337828E-002  -5.3305411005386558E-004  -2.8500799616276041E-003   3.5838231466902101E-004   1.4155682107962102E-002  -3.1721273921589688E-002  -3.4115171471957424E-002  -1.4287124567296361E-002  -2.9010318800555619E-002
   4.2000000000000002        2.5327867745882471E-002   4.4107602036534382E-002   1.5467126679259877E-002   2.9665435630025556E-002  -6.0110510931885637E-004  -6.0085191006584906E-003   1.4239407403871210E-004   1.0896088212573703E-002  -2.9580945712166525E-002  -3.6147164282198753E-002  -2.1264451087841581E-003  -1.8521180129324473E-002
   4.5000000000000000        1.7109009587633683E-002   3.3378321581666051E-002   1.2958481440524996E-002   2.3020945174231665E-002  -4.2756867967988727E-004  -6.8522120333459917E-003  -2.3370682739445269E-005   7.6324265422623031E-003  -2.4810534105526996E-002  -3.4648826206019910E-002   8.2159105177110510E-003  -4.1367451931669501E-003
   4.7999999999999998        1.0588379724561784E-002   2.3642418204104617E-002   1.0209221053424125E-002   1.7653084325103610E-002  -1.8172276285873521E-004  -5.9828526653178792E-003  -1.0444961527923635E-004   4.8741242623844662E-003  -1.8516723388560783E-002  -2.9699587007080204E-002   1.4216829871763662E-002   8.6236607721446000E-003
   5.0999999999999996        6.0047253888233640E-003   1.5750614156101891E-002   7.2241061856692761E-003   1.2880274393626299E-002  -1.4657769157078813E-006  -4.3385629619218727E-003  -1.1451304541008511E-004   2.8598162941134474E-003  -1.2202893988078294E-002  -2.2749672920588271E-002   1.4715756031096278E-002   1.5411701674245427E-002
   5.3999999999999995        3.1537983542187184E-003   1.0004455857509809E-002   4.5003240745393495E-003   8.7114010516422206E-003   7.3088938632811506E-005  -2.7282991498333831E-003  -8.9217303953814453E-005   1.5646622161039098E-003  -7.1368347579328691E-003  -1.5761760662678731E-002   1.1368126000103510E-002   1.5682173654100670E-002
   5.7000000000000002        1.5627769819709951E-003   6.1734453230253327E-003   2.4951435785089010E-003   5.4691842744246611E-003   7.6469763844471225E-005  -1.5474440516099160E-003  -5.7900871112583026E-005   8.1294454427321701E-004  -3.7806686965735060E-003  -1.0124716543355852E-002   7.1467586016469558E-003   1.2273968270519121E-002
   6.0000000000000000        7.4539759830115186E-004   3.7674059251355577E-003   1.2680869032102714E-003   3.2582438024697838E-003   5.4788147288625298E-005  -8.2178345747637620E-004  -3.3628805249093571E-005   4.0724349120134387E-004  -1.8682700460889517E-003  -6.2162899734798148E-003   3.9094321486103228E-003   8.2783740870858939E-003
   6.2999999999999998        3.4792664914744796E-004   2.3031942531889448E-003   6.0960678236518680E-004   1.8908730031290564E-003   3.3134390305779333E-005  -4.2043980280589814E-004  -1.8234148070413971E-005   1.9814239977057569E-004  -8.8564865253956400E-004  -3.7458391124029888E-003   1.9632830236474752E-003   5.1615232296024268E-003
   6.5999999999999996        1.6076785755056469E-004   1.4210912033460310E-003   2.8399316325192594E-004   1.0908227571568873E-003   1.8312303613145049E-005  -2.1057412527383245E-004  -9.4754161544253205E-006   9.3357696439345003E-005  -4.1099988833384881E-004  -2.2547073121125649E-003   9.3971633789225904E-004   3.1091207573327724E-003
   6.8999999999999995        7.4074205108726359E-005   8.8794835335987148E-004   1.3026941203219918E-004   6.3341849977626081E-004   9.6186965311548683E-006  -1.0375583119598434E-004  -4.7965898222299615E-006   4.1889933159116871E-005  -1.8906229075268616E-004  -1.3687140456789875E-003   4.3885307202580921E-004   1.8561042629148348E-003
   7.1999999999999993        3.4177643993234426E-005   5.6238505010820122E-004   5.9412827314710201E-005   3.7268529727058417E-004   4.9042502558835607E-006  -5.0102272400820883E-005  -2.3894498939530840E-006   1.7135369047482523E-005  -8.6822337717455973E-005  -8.4156784579191490E-004   2.0272432388981001E-004   1.1131821351440532E-003
   7.5000000000000000        1.5829187398475807E-005   3.6091559173065992E-004   2.7095635304452363E-005   2.2282127669718356E-004   2.4564977453677426E-006  -2.3404138264541389E-005  -1.1788627045987660E-006   5.5960075420368348E-006  -3.9958570064822502E-005  -5.2482580164234054E-004   9.3356996726927263E-005   6.7513043377563631E-004
   7.7999999999999998        7.3681316514017252E-006   2.3447335516323155E-004   1.2396646989553113E-005   1.3546981767668365E-004   1.2174049828179810E-006  -1.0278611752335643E-005  -5.7835002850965309E-007   5.0984119314234209E-007  -1.8468882662203134E-005  -3.3191962420482993E-004   4.3046751385392485E-005   4.1518336422170576E-004
   8.0999999999999996        3.4489586074257194E-006   1.5402767971253942E-004   5.6997484474481752E-006   8.3714307275002811E-005   5.9955977106598135E-007  -3.9582391116257233E-006  -2.8289097842120033E-007  -1.4872246829002557E-006  -8.5817859514048980E-006  -2.1270460200880357E-004   1.9921713819696428E-005   2.5905589208425570E-004
   8.4000000000000004        1.6237912487649892E-006   1.0219240110062439E-004   2.6359232467248034E-006   5.2526023203880100E-005   2.9425209891855431E-007  -1.0282234600542103E-006  -1.3819558745543044E-007  -2.0568638037822089E-006  -4.0106968690649242E-006  -1.3796185002127128E-004   9.2651146771308710E-006   1.6392890470365225E-004
   8.6999999999999993        7.6889360243954439E-007   6.8404526461495374E-005   1.2265619377035830E-006   3.3420063226449225E-005   1.4417349231376114E-007   2.3373140974501624E-007  -6.7500999488028660E-008  -2.0099491274183119E-006  -1.8854656600586349E-006  -9.0461753672549757E-005   4.3328105695617530E-006   1.0510278138720610E-004
   9.0000000000000000        3.6612034014604739E-007   4.6150789231455644E-005   5.7431255511009402E-007   2.1533497199057647E-005   7.0607922866070861E-008   6.9433644836984575E-007  -3.2991113827157928E-008  -1.7333760243345596E-006  -8.9154071793046491E-007  -5.9896595749566091E-005   2.0378510345062941E-006   6.8198159347760288E-005
   9.2999999999999989        1.7526771468526956E-007   3.1357097980368520E-005   2.7055529904579955E-007   1.4032472169843426E-005   3.4591943921711463E-008   7.8676686044566224E-007  -1.6142657852583856E-008  -1.4041616968162740E-006  -4.2394299290075551E-007  -4.0005597300013826E-005   9.6394112488206209E-007   4.4732333280095394E-005
   9.5999999999999996        8.4330731280463481E-008   2.1440717950047420E-005   1.2820871120975957E-007   9.2373500165187609E-006   1.6962401326525152E-008   7.2434727851627989E-007  -7.9102677514533989E-009  -1.0968763925649970E-006  -2.0268076789377822E-007  -2.6929085718824419E-005   4.5850059648842559E-007   2.9626234826147884E-005
   9.9000000000000004        4.0771505957592446E-008   1.4744106490279304E-005   6.1096463063502476E-008   6.1360412350274371E-006   8.3281936059116025E-009   6.0922654473030987E-007  -3.8827705638443685E-009  -8.3740569743363136E-007  -9.7395766101175153E-008  -1.8253906810380017E-005   2.1925340488450457E-007   1.9792252061037596E-005
   10.199999999999999        1.9801434742231763E-008   1.0191565898509789E-005   2.9270202211119301E-008   4.1090879808662854E-006   4.0951781193828279E-009   4.8781572329638168E-007  -1.9093611063225960E-009  -6.2963552635577267E-007  -4.7029504202436327E-008  -1.2451490693350546E-005   1.0538058949029052E-007   1.3325517439131251E-005
   10.500000000000000        9.6581003436461884E-009   7.0779460854355137E-006   1.4093497431262079E-008   2.7717863532139358E-006   2.0170835691428992E-009   3.7907272627001346E-007  -9.4073481016055663E-010  -4.6847265357787145E-007  -2.2813152617214257E-008  -8.5419649648463757E-006   5.0894150697028952E-008   9.0343681339776189E-006
   10.799999999999999        4.7297014976641304E-009   4.9368012073590409E-006   6.8182060612950989E-009   1.8820007397326257E-006   9.9528818081506546E-010   2.8887132195049150E-007  -4.6440726210644019E-010  -3.4599725242525992E-007  -1.1114010943827508E-008  -5.8903484793038624E-006   2.4691821880330953E-008   6.1636263772856466E-006
   11.100000000000000        2.3249894230226711E-009   3.4570628345202629E-006   3.3132919948933451E-009   1.2854541560001319E-006   4.9201016916439101E-010   2.1722187942086351E-007  -2.2971595742536563E-010  -2.5419971158640345E-007  -5.4364911106722529E-009  -4.0811051576417805E-006   1.2031080540767538E-008   4.2290254929921757E-006
   11.400000000000000        1.1469867750226323E-009   2.4297544166816775E-006   1.6168655322033450E-009   8.8275109046919365E-007   2.4367610132563782E-010   1.6182443511754329E-007  -1.1385257677959607E-010  -1.8605358439597110E-007  -2.6694822773039653E-009  -2.8398880628446814E-006   5.8859366237976564E-009   2.9166617160002329E-006
   11.699999999999999        5.6775056093430923E-010   1.7135503275270130E-006   7.9214743699946247E-010   6.0920697908453742E-007   1.2091200455097898E-010   1.1975140660888867E-007  -5.6538881894604505E-011  -1.3580837466606608E-007  -1.3155297356350417E-009  -1.9841129300061993E-006   2.8905807815529376E-009   2.0210663028005092E-006
   12.000000000000000        2.8192679925150793E-010   1.2122981776538905E-006   3.8954396539082398E-010   4.2234160366631349E-007   6.0109184424501433E-011   8.8189133126550033E-008  -2.8131513230286561E-011  -9.8942050472645678E-008  -6.5050534651173451E-010  -1.3913834075491876E-006   1.4246843019788228E-009   1.4065557219393153E-006
   12.299999999999999        1.4041666513982441E-010   8.6021947032028152E-007   1.9223507812827831E-010   2.9402623168507387E-007   2.9937787825161495E-011   6.4717306671674358E-008  -1.4023823503401044E-011  -7.1986888401685919E-008  -3.2269722720755752E-010  -9.7910996058925604E-007   7.0457606993918023E-010   9.8281202701566994E-007
   12.600000000000000        7.0134856108996923E-011   6.1208782620489910E-007   9.5180611173979320E-011   2.0549550615955820E-007   1.4938093386244155E-011   4.7371305640899786E-008  -7.0040815163453723E-012  -5.2327803820097204E-008  -1.6056736509008611E-010  -6.9122929135446963E-007   3.4956722516159625E-010   6.8927892579685144E-007
   12.900000000000000        3.5125033741427756E-011   4.3666337405640266E-007   4.7274209739174174E-011   1.4414534416031451E-007   7.4671347869906282E-012   3.4610765782055633E-008  -3.5045317702813511E-012  -3.8015371845180581E-008  -8.0124636934279193E-011  -4.8947591361519295E-007   1.7396054811280021E-010   4.8508747341963516E-007
   13.199999999999999        1.7636262388644485E-011   3.1227485641894929E-007   2.3549737732062906E-011   1.0145743578714631E-007   3.7392224647778992E-012   2.5254739585596397E-008  -1.7566478508624680E-012  -2.7608220510754834E-008  -4.0091824144541120E-011  -3.4760056926841782E-007   8.6819486486394392E-011   3.4249027614357228E-007
   13.500000000000000        8.8766083404099179E-012   2.2382900104737727E-007   1.1764279828286424E-011   7.1642090825354207E-008   1.8756904639864705E-012   1.8411518404753709E-008  -8.8205714495411259E-013  -2.0046860702447969E-008  -2.0112471775037887E-011  -2.4751324735608301E-007   4.3447448451656237E-011   2.4254545967941323E-007
