 r rp rn tp tn ssp ssn sp sn d1p d1n d2p d2n
   0.0000000000000000        5.1995906228259975E-002  0.11089369061321416        8.3919639775762611E-002   9.2621650042569142E-002  -7.9562405506416571E-003   1.1431410432388501E-003   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000       0.10528405372575558      -0.12383691958827740     
  0.29999999999999999        5.3535220887094379E-002  0.10908394931224469        8.2216528021758634E-002   9.5222683660688187E-002  -7.4853073170865637E-003   1.1638764575940465E-003  -7.6850762172580331E-004   1.1532034629938969E-004   9.9642103910617934E-003  -1.1606982257426107E-002   9.5962944943095832E-002 -0.11095658591521851     
  0.59999999999999998        5.7656478402982679E-002  0.10434501235830818        7.7433522153111264E-002  0.10170295059532460       -6.1940564347999841E-003   1.1941200645591231E-003  -1.3743166434214160E-003   2.3667814445180521E-004   1.6572138719690106E-002  -1.8747934697642687E-002   6.8581169020793697E-002  -7.5250762136102795E-002
  0.89999999999999991        6.2948640877053569E-002   9.8479659399730760E-002   7.0736886721182085E-002  0.10917459388643862       -4.5594599344508224E-003   1.1752073303901546E-003  -1.7231021055531795E-003   3.5583787316183772E-004   1.7525167126724733E-002  -1.8948126211582154E-002   3.1967917039374426E-002  -3.1065418045913146E-002
   1.2000000000000000        6.7643566757049120E-002   9.3551936224616397E-002   6.4064787319372124E-002  0.11449000108832669       -3.1062452692410081E-003   1.1262108698314927E-003  -1.8299524263960592E-003   4.6544571590840411E-004   1.2833746637737779E-002  -1.2979385179349450E-002  -1.6849427009628312E-003   5.3664731529482965E-003
   1.5000000000000000        7.0341326063416892E-002   9.0952594604406189E-002   5.9434758616201920E-002  0.11590619215764410       -2.0832255286413626E-003   1.0301638023920662E-003  -1.7843549659254257E-003   5.6141751384232680E-004   4.8787172539420864E-003  -4.2826883068830509E-003  -2.1602731984543329E-002   2.3110007892041470E-002
   1.7999999999999998        7.0596471998033275E-002   9.0854280641369620E-002   5.7980622240776443E-002  0.11371285495819491       -1.3182634890257475E-003   7.4965882701118723E-004  -1.6615711155081128E-003   6.1963043395276936E-004  -2.7303100705954857E-003   2.9376042148129646E-003  -2.4099028468586234E-002   2.1073351995190531E-002
   2.1000000000000001        6.9008500690735303E-002   9.2316092638535518E-002   5.9521835492141295E-002  0.10966767658523445       -3.4366569205605412E-004   1.2983080665084914E-004  -1.4413435517827461E-003   5.7552999534849023E-004  -6.9945185619362839E-003   5.7986718798884243E-003  -1.3441049472750041E-002   6.5099042680479852E-003
   2.3999999999999999        6.6810080029740149E-002   9.3884545324324359E-002   6.2805366421527259E-002  0.10583686252585038        1.3252809453033845E-003  -7.4779412507964280E-004  -9.8639701479438248E-004   3.5809552652851513E-004  -6.8224728051838653E-003   3.8280094501517686E-003   1.7140751725770453E-003  -1.0071026628126083E-002
   2.6999999999999997        6.5230457140042497E-002   9.4319493300445784E-002   6.6007531206238368E-002  0.10348720404031143        3.9181401196501896E-003  -1.4341209227258889E-003  -8.7514989211774373E-005  -2.5006951157083712E-005  -3.2615239137904197E-003  -1.2375438187395790E-003   1.2615467999589148E-002  -2.0025809240999441E-002
   3.0000000000000000        6.4933025691152738E-002   9.3100651916105379E-002   6.7299644899422986E-002  0.10239968355121286        7.1963916880839014E-003  -1.2921980456370966E-003   1.4388549375843303E-003  -4.1831970821956405E-004   1.1448084036836110E-003  -6.6303028972691507E-003   1.3642619855849331E-002  -2.0150826366066965E-002
   3.2999999999999998        6.5733552071681522E-002   9.0500103120246159E-002   6.5509198308236025E-002  0.10093027315643442        1.0381847030891584E-002   8.1218570718374558E-005   3.6219943319415492E-003  -5.3964176390850101E-004   3.5549240180984482E-003  -1.0162675277488396E-002   4.4055183484403276E-003  -1.3773966320781881E-002
   3.5999999999999996        6.6713529229591353E-002   8.7198514312896297E-002   6.0617514965328773E-002   9.6976087520180748E-002   1.2401147059405818E-002   2.4703286105273109E-003   6.2359193275325579E-003  -1.1103731091623148E-004   2.1676589791036873E-003  -1.1463925168858068E-002  -1.0322628683596114E-002  -8.1468113449560606E-003
   3.8999999999999999        6.6676758982397014E-002   8.3688023473731346E-002   5.3626869506238704E-002   8.9321407272124245E-002   1.2434379055099573E-002   5.0043364525323309E-003   8.8168839070368234E-003   9.6346516051942657E-004  -3.0201299968551894E-003  -1.2008489000187781E-002  -2.3879128018344201E-002  -9.0414999767178886E-003
   4.2000000000000002        6.4675108652103394E-002   7.9874145351875911E-002   4.5870185927337215E-002   7.8342956435044700E-002   1.0373514288983008E-002   6.5699520418511115E-003   1.0825680779550708E-002   2.4912780674730779E-003  -1.0548813588476574E-002  -1.3878499434098530E-002  -3.1897862935964257E-002  -1.6780780655450050E-002
   4.5000000000000000        6.0298655440456525E-002   7.5135711832759064E-002   3.8404741881465802E-002   6.5643291309444018E-002   6.8142839436930967E-003   6.4246543291619149E-003   1.1853645485796278E-002   4.0419749458177594E-003  -1.8521287548535895E-002  -1.8246102541114476E-002  -3.3668507616088014E-002  -2.6825054324059412E-002
   4.7999999999999998        5.3664429812583098E-002   6.8742619147872733E-002   3.1849888630397942E-002   5.3133567625885746E-002   2.6859917256530546E-003   4.5968640542262164E-003   1.1743670425070582E-002   5.1359760221888553E-003  -2.5398180314483286E-002  -2.4655450154667378E-002  -3.0402133200642771E-002  -3.3379713298501069E-002
   5.0999999999999996        4.5267963440963843E-002   6.0321782989718006E-002   2.6472717988721865E-002   4.2258112370371130E-002  -1.1069898351433374E-003   1.8321793755718596E-003   1.0595211651174720E-002   5.4594531265711715E-003  -3.0138591998149396E-002  -3.1341716117789069E-002  -2.3193736699217028E-002  -3.2618230655946615E-002
