 r rp rn tp tn ssp ssn sp sn d1p d1n d2p d2n
   0.0000000000000000        5.0428712344235287E-002  0.13192278072166536        9.1355070839608796E-002  0.11368268981650684       -4.4291637404688293E-003   1.2075466978094456E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000       0.12731092382162706      -0.18558515440032583     
  0.29999999999999999        5.2279098225352420E-002  0.12919927919542401        8.8390118270137624E-002  0.11561333859348391       -3.7134040823433045E-003   1.4413612174910207E-002  -4.0223616613179678E-004   1.3413346830535679E-003   1.1900925170780901E-002  -1.7567904404333895E-002  0.11361270513969086      -0.16918152239813963     
  0.59999999999999998        5.7101722082008456E-002  0.12190594003880316        7.9829800667169548E-002  0.11942983911489116       -1.8097660115686573E-003   2.0728579230504290E-002  -5.6039108477306870E-004   3.4853972775718408E-003   1.8849510526947395E-002  -2.9448569169385985E-002   7.3207879773669243E-002 -0.12388766965908415     
  0.89999999999999991        6.2819845512726541E-002  0.11230900958812845        6.7223158838493210E-002  0.12130577453276827        3.4278156400986378E-004   2.8384479945614882E-002  -3.6630580277998028E-004   6.8448721011300541E-003   1.7560612270954103E-002  -3.2857552533123890E-002   2.0206540491817075E-002  -7.0877608627273297E-002
   1.2000000000000000        6.6896452746217652E-002  0.10281547287309038        5.3335584523612575E-002  0.11770230042481727        1.7607673000940886E-003   3.4278559123991539E-002   7.7907531184873794E-005   1.1230181445658544E-002   8.3581125976897840E-003  -2.9563892597837822E-002  -2.6793528989685254E-002  -3.1854637288727901E-002
   1.5000000000000000        6.7418739363591246E-002   9.4762730988967772E-002   4.0923769607945762E-002  0.10750784191017608        2.0259137008419243E-003   3.5851145861948985E-002   5.3969270885639213E-004   1.5874457032574084E-002  -5.1721000461120679E-003  -2.4359426104042660E-002  -5.4004675887439034E-002  -1.7568806179290096E-002
   1.7999999999999998        6.3803667537242884E-002   8.7965724597733871E-002   3.1374795062237650E-002   9.2215586259440277E-002   1.4085593807126027E-003   3.2063100792963574E-002   8.1627991508843628E-004   1.9700352556705814E-002  -1.8398764881983241E-002  -2.1891927979034036E-002  -5.9805802094075808E-002  -2.3832162373798229E-002
   2.1000000000000001        5.6697124006931832E-002   8.1204957359829910E-002   2.4653390519306515E-002   7.4795144437309141E-002   4.8884628670871886E-004   2.3821962523937111E-002   8.3790894792827673E-004   2.1739509642847491E-002  -2.8122738203313374E-002  -2.4124197898072346E-002  -5.1628345220099556E-002  -3.7818119480895765E-002
   2.3999999999999999        4.7359083468081986E-002   7.3164224564509994E-002   2.0125161737136316E-002   5.8264065718579894E-002  -2.6487743556449328E-004   1.3534182109934213E-002   6.5794333354832668E-004   2.1524849700000206E-002  -3.3336342600155694E-002  -2.9915899738659407E-002  -3.7806490660581588E-002  -4.7201863952708895E-002
   2.6999999999999997        3.7103924342232190E-002   6.3197843156237166E-002   1.7128725762095780E-002   4.4600471495661674E-002  -6.4542407711040738E-004   3.9524073432244990E-003   3.8598410299536188E-004   1.9246830725375599E-002  -3.4392552678058130E-002  -3.6308849079870378E-002  -2.2842572396917421E-002  -4.5661440356151654E-002
   3.0000000000000000        2.7068903580206190E-002   5.1606050028165755E-002   1.5013766944545421E-002   3.4343655729314401E-002  -6.5943059883980350E-004  -2.9419993539149310E-003   1.2826992430227272E-004   1.5610414721168126E-002  -3.1973058142420394E-002  -4.0253828382624340E-002  -8.2441712449610460E-003  -3.3376769244784520E-002
   3.2999999999999998        1.8188874544934699E-002   3.9451417756609333E-002   1.3051006540144927E-002   2.6836464340077200E-002  -4.4210072028209575E-004  -6.4403064452203439E-003  -4.6660707121724629E-005   1.1520245310917585E-002  -2.6809646463515545E-002  -3.9865911072820406E-002   4.4910153818930182E-003  -1.4955111779149589E-002
   3.5999999999999996        1.1141694402415430E-002   2.8106603544934924E-002   1.0625128031537772E-002   2.0860927638979579E-002  -1.7387996606848055E-004  -6.9964559026364382E-003  -1.2141717323961916E-004   7.7683593892333251E-003  -1.9999093533310971E-002  -3.5014678325754764E-002   1.2737020846432271E-002   2.8875740800221074E-003
   3.8999999999999999        6.2009781885620525E-003   1.8719551152543937E-002   7.6799301376551509E-003   1.5478828917955781E-002   1.1092393353445053E-005  -5.7633486190714683E-003  -1.2175526349890086E-004   4.8305719510560547E-003  -1.3097556100432025E-002  -2.7265508062163199E-002   1.4711197659102688E-002   1.4114872721388290E-002
   4.2000000000000002        3.1624694491444913E-003   1.1803959168359697E-002   4.8020077047822634E-003   1.0601278696824382E-002   8.0754569551452543E-005  -3.9743558851552752E-003  -8.9352995347845629E-005   2.8169878702336928E-003  -7.5280919077360814E-003  -1.9019173763372199E-002   1.1799535460254309E-002   1.6829319213511829E-002
   4.5000000000000000        1.5062768803224688E-003   7.1860917677950085E-003   2.6214254189433125E-003   6.6766939361683581E-003   7.7676977442316613E-005  -2.4308412894574012E-003  -5.4858848057909273E-005   1.5753071741428256E-003  -3.8668138495853866E-003  -1.2174824844291679E-002   7.4204832603242850E-003   1.3947695794121265E-002
   4.7999999999999998        6.8521480434864234E-004   4.3079540150833852E-003   1.2909631026099019E-003   3.9529899791960373E-003   5.2299153241261791E-005  -1.3845094536337741E-003  -3.0138863550365288E-005   8.6304442374423836E-004  -1.8312803971845249E-003  -7.3878920316206428E-003   3.9632811111247838E-003   9.5793850333916637E-003
   5.0999999999999996        3.0347088870264611E-004   2.5808793657834694E-003   5.9494563906354236E-004   2.2653624792155838E-003   2.9808623456159118E-005  -7.6267818968754381E-004  -1.5453484804052737E-005   4.7054449981557726E-004  -8.2557880563474142E-004  -4.3780477045244704E-003   1.9146128192997125E-003   5.9689798856085285E-003
   5.3999999999999995        1.3263094605019826E-004   1.5586712661016830E-003   2.6401449297732169E-004   1.2859054172427804E-003   1.5547536680815530E-005  -4.1615072619929770E-004  -7.5953363110836310E-006   2.5768714431364945E-004  -3.6281463394202869E-004  -2.5852692327141694E-003   8.7426158949260825E-004   3.5614758634861196E-003
   5.7000000000000002        5.7689714219984054E-005   9.5280151222947908E-004   1.1493759717802512E-004   7.3330174184494344E-004   7.7184997890625270E-006  -2.2772632693718260E-004  -3.6383590150797205E-006   1.4238853895996866E-004  -1.5770655447845384E-004  -1.5379662531928859E-003   3.8776680250400953E-004   2.0974286180615929E-003
   6.0000000000000000        2.5098090678648468E-005   5.9030042442246937E-004   4.9643301498284914E-005   4.2322571697823015E-004   3.7246397669601257E-006  -1.2567204031438105E-004  -1.7161043709618842E-006   7.9522210301706539E-005  -6.8353821441438891E-005  -9.2627046285581203E-004   1.6970419512325660E-004   1.2384992096982914E-003
   6.2999999999999998        1.0951641852681394E-005   3.7059114384414691E-004   2.1411638296301375E-005   2.4802155246396598E-004   1.7676591175549657E-006  -7.0083126934185669E-005  -8.0205043748875761E-007   4.4899011801219925E-005  -2.9669113882132769E-005  -5.6570634216036842E-004   7.3930934335553729E-005   7.3876799704523715E-004
   6.5999999999999996        4.8001243009568936E-006   2.3556198529994834E-004   9.2558822174295287E-006   1.4772013022353771E-004   8.3067126493484993E-007  -3.9509486948819182E-005  -3.7289609656663591E-007   2.5616924537479038E-005  -1.2925969485738165E-005  -3.5035729517187244E-004   3.2216696330079126E-005   4.4654911342562097E-004
   6.8999999999999995        2.1147931741294089E-006   1.5143683102663630E-004   4.0181230977758093E-006   8.9391847732449612E-005   3.8811588961175856E-007  -2.2508208892638923E-005  -1.7289471453133097E-007   1.4758666153468320E-005  -5.6589618281155289E-006  -2.1987452696645466E-004   1.4080066490375277E-005   2.7374011198017119E-004
